insect_order;insect_family;insect_species;species_authors;species_authors_galls;sampling_year;host_plant_adjusted_scientific_name;host_plant_paper_original_scientific_name;host_plant_family;site_states;site_municipality;study_location;vegetation_type;complete_references;additional_references
Diptera;Cecidomyiidae;Maiamyia dispar (Maia, Mendonça & Romanowski, 1997);Maia, Mendonça & Romanowski, 1997;"Mendonça; Maia & Mascarenhas";"1987, 1990, 1992, 1993, 1998; 2002-2005; 2017-2019";Eugenia uniflora L.;Eugenia uniflora L.;Myrtaceae;"Rio de Janeiro; São Paulo";"Grumari, Maricá, Rio de Janeiro; Bertioga";;Atlantic Forest, Cerrado, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1190";"Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197.; Maia, V.C. 2001b. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629."
Diptera;Cecidomyiidae;Maiamyia triangularis (Maia & Nava, 2011);Maia & Nava, 2011;Maia;"1987, 1990, 1992, 1993, 1998; 2002-2004";Eugenia uniflora L.;Eugenia uniflora L.;Myrtaceae;Rio de Janeiro;Grumari, Maricá;;Atlantic Forest, Cerrado, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1191";NE
Diptera;Cecidomyiidae;Neolasioptera eugeniae Maia, 1993;Maia, 1993;"Maia; Carvalho-Fernandes et al.; Maia & Silva; Maia & Mascarenhas ";"1987, 1990, 1992, 1993, 1998; 2002-2004; 2011-2012; 2017-2019 2021-2022";Eugenia uniflora L.;Eugenia uniflora L.;Myrtaceae;"Rio de Janeiro; Minas Gerais; Espírito Santo";"Angra dos Reis, Araruama, Arraial do Cabo, Cabo Frio, Grumari, Maricá, Mangaratiba, Paraty, Rio de Janeiro, Saquarema, São João da Barra; Itamonte; Conceição da Barra, Guarapari";;Atlantic Forest, Cerrado, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1202";"Maia, V.C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2):e20230086; Flor, I.C. and V.C. Maia. 2020. Cecidomyiidae (Diptera) in the State of Santa Catarina, Brazil. Entomological Communications. 4:ec04003. ; Maia & Silva, 2016; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia & Oliveira, 2010; Maia 2005; Maia, V.C. 1993. Descrição de duas espécies novas de Cecidomyiidae (Diptera) associadas a Eugenia spp. (Myrtaceae). Revista Brasileira de Entomologia 37: 717–721.; Maia, V.C. 2001b. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629."
Diptera;Cecidomyiidae;Clinodiplosis profusa Maia, 2001;Maia, 2001;"Maia; Carvalho-Fernandes et al.; Maia & Silva; Goetz et al; Maia & Mascarenhas ";"1987, 1990, 1992, 1993, 1998; 2002-2004; 2011-2012; 2014-2017; 2017-2019";Eugenia uniflora L. ;Eugenia uniflora L. ;Myrtaceae;"Rio de Janeiro; Rio Grande do Sul";"Araruama, Arraial do Cabo, Cabo Frio, Carapebus, Grumari, Grumari, Macaé, Mangaratiba, Maricá, Rio de Janeiro, São João da Barra, Saquarema; Canela, Santa Tereza, Morro Redondo";;Atlantic Forest, Cerrado, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1115";"Maia, V.C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2):e20230086; Luz, F. A., and Goetz, A. P. M. (2021). Galhas induzidas por artrópodes em Floresta Estacional Semidecidual no Sul do Brasil. Biotemas, 34(2), 5.; Goetz, A.P.M., Luz, F.A., Toma, T.S.P. & Mendonça-Júnior, M. 2018. Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil. Iheringia, Ser. Zool. e-ISSN 1678-4766."
Diptera;Tephritidae;Procecidocchares sp.;NA;Carvalho-Fernandes et al;2011-2012;Chromolaena punctulata (DC.) R.M.King & H.Robinson;Eupatorium punctulatum DC.;Asteraceae;Rio de Janeiro;Cabo Frio;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1225";Carvalho-Fernandes, S.P., Ascendino, S., Maia, V.C. and Couri, M.S. 2016. Diversity of insect galls associated with coastal shrub vegetation in Rio de Janeiro, Brazil. An. Acad. Bras. Cienc. 88(3):1407-1418.
Diptera;Cecidomyiidae;Geraldesia eupatorii Tavares, 1917;Tavares, 1917;Tavares;1910-1912;Eupatorium sp. ;Eupatorium sp. ;Asteraceae;Rio de Janeiro;unstated municipality;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1147";Tavares, J.S. 1917a. Cecídias do brazileiras que se criam em planta das Compositae, Rubiaceae, Tiliaceae, Lythraceae e Artocarpaceae. Brotéria, Ser. Zool. 15:113-181, pls. VI-XI.
Diptera;Cecidomyiidae;Anadiplosis procera Tavares, 1920;Tavares, 1920;Tavares;1913;Fabaceae (Mimosoidae) sp.;Fabaceae (Mimosoidae) sp.;Fabaceae;Bahia;Salvador, Itaparica;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1043";Tavares, J.S. 1920e. Anadiplosariae, nouvelle tribu de Cecidomyiinae (Dipt.). Marcellia 17: 57–72, pl. I
Diptera;Cecidomyiidae;Autodiplosis parva Tavares, 1916;Tavares, 1916;Tavares;1912;Fabaceae sp.;Fabaceae sp.;Fabaceae;Bahia;Salvador;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1072";Tavares, J.S. 1916. Cecidomyias novas do Brazil. Brotéria, Ser. Zool. 14:36-57. 
Thysanoptera;Phlaeothripidae;Gnaikothrips ficorum (Marchal, 1908);Marchal, 1908;Maia & Mascarenhas;2017-2019;Ficus microcarpa L.f.;Ficus microcarpa L.f.;Moraceae;Rio de Janeiro;Rio de Janeiro;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1148";Maia, V.C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2):e20230086
Diptera;Cecidomyiidae;Novocalmonia fici (Tavares, 1917);Tavares, 1917;Tavares;1911-1912;Ficus sp. ;Ficus sp. ;Moraceae;Bahia;Itaparica, Salvador, Santo Antonio da Barra;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1210";NE
Diptera;Cecidomyiidae;Novocalmonia urostigmatis (Tavares, 1917);Tavares, 1917;Tavares;1911;Ficus sp. ;Ficus sp. ;Moraceae;Rio de Janeiro;Nova Friburgo;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1211";Tavares, J.S. 1917a. Cecídias do brazileiras que se criam em planta das Compositae, Rubiaceae, Tiliaceae, Lythraceae e Artocarpaceae. Brotéria, Ser. Zool. 15:113-181, pls. VI-XI.
Coleopera;Curculionidae;Pacholenus pelliceus Boheman, 1836;Boheman, 1836;Maia;2019;Myrcia vittoriana Kiaersk;Gomidesia martiana Berg.;Myrtaceae;Rio de Janeiro;Maricá;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1214";Vanin, S. A., Monteiro, R. F. and Ferraz, F.F.F. 2000. Ecological notes of Pacholenus pelliceus Boheman, 1836, a stem gall-former, with description of fullgrown larva (Curculionidae, Molytinae). Papéis Avulsos De Zoologia, 41(1-28 (1999-2001), 247-257.
Diptera;Cecidomyiidae;Bruggmannia acaudata Maia, 2004;Maia, 2004;"Maia, Carvalho-Fernandes et al.; Maia & Mascarenhas";"1987, 1990, 1992, 1993, 1998; 2002-2003; 2011-2012; 2017-2019";Guapira opposita (Vell.) Reitz;Guapira opposita (Vell.) Reitz;Nyctaginaceae;"Rio de Janeiro; Bahia";"Angra dos Reis, Araruama, Arraial do Cabo, Cabo Frio, Carapebus, Itaipiaçu, Maricá, Teresópolis; Porto Seguro";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1076";"Maia, V.C. & Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575.; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003.  Maia & Oliveira, 2010; Maia, V.C. 2004a. A new genus and six new species of gall midges (Diptera, Cecidomyiidae) from Serra de São José (Minas Gerais State), Brazil). Arqu. Mus. Nac. 62: 69–82."
Diptera;Cecidomyiidae;Bruggmannia gaucha Maia, 2023;Maia, 2023;Maia, 2023;2013;Guapira opposita (Vell.) Reitz;Guapira opposita (Vell.) Reitz;Nyctaginaceae;Rio Grande do Sul;Porto Alegre;;Atlantic Forest;Maia, V.C., Mendonça-Jr., M.S. and Espinheira, I.H.L.2023. Three new species of Bruggmannia Tavares, 1906 (Diptera, Cecidomyiidae) from Brazil and description of male and larva of B. monteiroi Maia & Couri, 1983. Rev. Bras. Entomol. 67(1): e20220097. https://doi.org/10.1590/1806-9665-RBENT-2022-0097;NE
Diptera;Cecidomyiidae;"Bruggmannia marambaiensis Maia & Espinheira, 2023
";Maia & Espinheira, 2023;Rodrigues;2010;Guapira opposita (Vell.) Reitz;Guapira opposita (Vell.) Reitz;Nyctaginaceae;Rio de Janeiro;Mangaratiba, Ilha da Marambaia;;Atlantic Forest;Maia, V.C.,  Mendonça-Jr., M.S. and Espinheira, I.H.L.2023. Three new species of Bruggmannia Tavares, 1906 (Diptera, Cecidomyiidae) from Brazil and description of male and larva of B. monteiroi Maia & Couri, 1983. Rev. Bras. Entomol. 67(1): e20220097. https://doi.org/10.1590/1806-9665-RBENT-2022-0097;NE
Diptera;Cecidomyiidae;Bruggmannia mineira Maia, 2023;Maia, 2023;Maia, 2023;2010, 2020;Guapira opposita (Vell.) Reitz;Guapira opposita (Vell.) Reitz;Nyctaginaceae;Espírito Santo;Mangaratiba ;;Atlantic Forest;Maia, V.C.,  Mendonça-Jr., M.S. and Espinheira, I.H.L.2023. Three new species of Bruggmannia Tavares, 1906 (Diptera, Cecidomyiidae) from Brazil and description of male and larva of B. monteiroi Maia & Couri, 1983. Rev. Bras. Entomol. 67(1): e20220097. https://doi.org/10.1590/1806-9665-RBENT-2022-0097;NE
Diptera;Cecidomyiidae;Bruggmannia monteiroi Maia & Couri, 1993;Maia & Couri, 1993;Maia;1987, 1990, 1992, 1993, 1998;Guapira opposita (Vell.) Reitz;Guapira opposita (Vell.) Reitz;Nyctaginaceae;Rio de Janeiro;Maricá, Carapebus;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1083";Maia, V.C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2):e20230086.
Diptera;Cecidomyiidae;Bruggmannia elongata Maia & Couri, 1993;Maia & Couri, 1993;"Maia; Carvalho-Fernandes et al.; Mello Jr. et al. (revisão literatura); Goetz et al, Luz & Goetz; Maia & Mascarenhas ";"1987, 1990, 1992, 1993, 1998; 2002-2005; 2011-2012; 2015-2017; 2017-2019";Guapira opposita (Vell.) Reitz ;Guapira opposita (Vell.) Reitz ;Nyctaginaceae;"Rio de Janeiro, São Paulo, Santa Catarina; Bahia; Espírito Santo; Rio Grande do Sul";"Angra dos Reis, Araruama, Arraial do Cabo, Cabo Frio, Carapebus, Maricá, Saquarema, São João da Barra, Mangaratiba, Teresópolis; Bertioga; São Francisco do Sul; Canela, Santa Tereza, Morro Redondo; Porto Seguro; Conceição da Barra, Guarapari";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1078";"Maia, V.C. & Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575.; Carvalho-Fernandes, S.P., Ascendino, S., Maia, V.C. & Couri, M.S. 2016. Diversity of insect galls associated with coastal shrub vegetation in Rio de Janeiro, Brazil. An. Acad. Bras. Cienc. 88(3):1407-1418.; Luz, F. A., and Goetz, A. P. M. (2021). Galhas induzidas por artrópodes em Floresta Estacional Semidecidual no Sul do Brasil. Biotemas, 34(2), 5.; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003; Arriola, I.B., Melo-Júnior, J.C.F, Mouga, D.M.D, Isaias, R.M.S, Costa, E.C. 2016. Where host plant goes, galls go too: new records of the Neotropical galling Cecidomyiidae (Diptera) associated with Calophyllum brasiliense Cambess. (Calophyllaceae). Check List 12:1924.Maia & Silva, 2016."
Diptera;Cecidomyiidae;Bruggmannia robusta Maia & Couri, 1993;Maia & Couri, 1993;"Maia, Carvalho-Fernandes et al.; Maia & Silva; Goetz et al; Maia & Mascarenhas";"1987, 1990, 1992, 1993, 1998; 2002-2005; 2011-2012; 2015-2017; 2017-2019";Guapira opposita (Vell.) Reitz ;Guapira opposita (Vell.) Reitz ;Nyctaginaceae;"Rio de Janeiro, São Paulo, Santa Catarina; Rio Grande do Sul; Bahia";"Angra dos Reis,  Araruama, Arraial do Cabo, Cabo Frio, Carapebus, Maricá, Mangaratiba, Reserva Biológica da União, Saquarema, São João da Barra, Teresópolis; Bertioga; São Francisco do Sul; Canela, Santa Tereza; Porto Seguro";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1085";"Maia, V.C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2):e20230086; Goetz, A.P.M., Luz, F.A., Toma, T.S.P. & Mendonça-Júnior, M. 2018. Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil. Iheringia, Ser. Zool. e-ISSN 1678-4766.; Maia, V.C. & Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575; Möhn, E. 1973. Studien über neotropische Gallmücken (Diptera, Itonididae). 2. Teil. Stuttgarter Beiträge zur Naturkunde No. 257: 1–9."
Diptera;Cecidomyiidae;Pisphondylia brasiliensis Couri & Maia, 1992;Couri & Maia, 1992;"Maia; Carvalho-Fernandes et al.; Mello Jr. et al. (revisão literatura); Luz & Goetz  ";"1987, 1990, 1992, 1993, 1998; 2004-2005; 2011-2012; 2014-2017";Guapira opposita (Vell.) Reitz.;Guapira opposita (Vell.) Reitz.;Nyctaginaceae;"Rio de Janeiro; São Paulo; Espírito Santo; Minas Gerais; Bahia; Santa Catarina; Rio Grande do Sul ";"Maricá, Arraial do Cabo, Carapebus, São João da Barra; Bertioga; Santa Teresa; Brumadinho; Porto Seguro; São Francisco do Sul; Porto Alegre, Morro Redondo ";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1220";"Luz, F. A., and Goetz, A. P. M. 2021. Galhas induzidas por artrópodes em Floresta Estacional Semidecidual no Sul do Brasil. Biotemas, 34(2), 5. Maia, 2021; Mello Jr. et al., 2018; ; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197."
Diptera;Cecidomyiidae;Proasphondylia formosa Maia, 1994;Maia, 1987;"Maia; Arriola & Mello Jr., Mello Jr et al (revisão literatura)";"1987, 1990, 1992, 1993, 1998; 2015-2017";Guapira opposita (Vell.) Reitz.;Guapira opposita (Vell.) Reitz.;Nyctaginaceae;Rio de Janeiro, Santa Catarina;"Maricá, Carapebus; São Francisco do Sul";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1223";NE
Diptera;Cecidomyiidae;Proasphondylia guapirae Maia, 1994;Maia, 1987;"Maia, Carvalho-Fernandes et al.; Arriola & Mello Jr., Mello Jr et al  (revisão literatura); Maia & Mascarenhas";"1987, 1990, 1992, 1993, 1998; 2002-2005; 2011-2012; 2015-2017; 2017-2019";Guapira opposita (Vell.) Reitz.;Guapira opposita (Vell.) Reitz.;Nyctaginaceae;"Rio de Janeiro; São Paulo, Santa Catarina";"Maricá, Carapebus, Angra dos Reis,  Araruama, São João da Barra, Teresópolis;  Bertioga; São Francisco do Sul";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1224";"Maia, V.C. and Mascarenhas, B. 2023. Insect galls of Parque Nacional da Serra dos Órgãos (Rio de Janeiro State, Southeastern. Pap. Avulsos Zool. 63:e202363040.; Mello Jr. et al., 2018; ; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. Maia & Oliveira, 2010; Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197. "
Diptera;Cecidomyiidae;Bruggmannia capixaba Maia, 2023;Maia, 2023;Maia, 2023;2007;Guapira pernambucensis (Casar) Lundell.;Guapira pernambucensis (Casar) Lundell.;Nyctaginaceae;Espírito Santo;Guarapari;;Atlantic Forest;Maia,V.C., Mendonça-Jr., M.S. and Espinheira, I.H.L.2023. Three new species of Bruggmannia Tavares, 1906 (Diptera, Cecidomyiidae) from Brazil and description of male and larva of B. monteiroi Maia & Couri, 1983;NE
Diptera;Cecidomyiidae;Guareamyia purpura Maia, 2007;Tavares, 1909;Bruggmann;NA;Guarea macrophylla Vahl;Guarea macrophylla Vahl;Meliaceae;São Paulo;Bertioga;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1150";"Maia,  2008; Maia, V.C. 2007a. New genera and species of gall midges (Diptera, Cecidomyiidae) associated with Guarea macrophylla (Meliaceae). Revista Brasileira de Zoologia 24: 449–456."
Diptera;Cecidomyiidae;Sphaeramyia flava Maia, 2007;Maia, 2007;"Maia, Arriola & Mello Jr.; Maia & Mascarenhas ";"2004-2005; 2021-2022";Guarea macrophylla Vahl;Guarea macrophylla Vahl;Meliaceae;"São Paulo, Santa Catarina; Rio de Janeiro";"Bertioga; São Francisco do Sul; Teresópolis";;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1238";"Maia & Mascarenhas, 2023; ; Maia,  2008; Maia, V.C. 2007a. New genera and species of gall midges (Diptera, Cecidomyiidae) associated with Guarea macrophylla (Meliaceae). Revista Brasileira de Zoologia 24: 449–456."
Diptera;Cecidomyiidae;Guarephyla albida Tavares, 1909;Maia, 2007;"Maia; Lima et al. ";"2000; 2004-2005";Guarea cf. trichilioides;Guarea cf. trichilioides;Meliaceae;Rio Grande do Sul;São Leopoldo;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1151";"Maia,  2008; Maia, V.C. 2007a. New genera and species of gall midges (Diptera, Cecidomyiidae) associated with Guarea macrophylla (Meliaceae). Revista Brasileira de Zoologia 24: 449–456."
Diptera;Cecidomyiidae;Asphondylia hancorniae Maia, 2023;Maia, 2023;Maia, 2023;2022;Hancornia speciosa Gomes;Hancornia speciosa Gomes;Apocynaceae;Bahia;Salvador, Mata de São João, Lençóis;;Atlantic Forest, Caatinga;Maia, V.C., Pereira, V.A.M. and Funch, L.G.2022. A new species of Asphondylia Loew, 1850 (Diptera, Cecidomyiidae) on Hancornia speciosa (Apocynaceae), a native plant to Brazil. Rev. Bras. Entomol.  67(3): e20230024. https://doi.org/10.1590/1806-9665-RBENT-2023-0024;NE
Diptera;Cecidomyiidae;Asphondylia xerezi Maia, 2024;Maia, 2024;Maia;2009-2011, 2020;Heliotropium sp.;Heliotropium sp.;Heliotropiaceae;Rio de Janeiro;Mangaratiba ;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;Maia, V.C. 2024. Five new species of Asphondylia (Diptera, Cecidomyiidae, Asphondyliini) from Brazilian restinga (Atlantic Forest). Pap. Avulsos Zool. 64:e202464008.  ;NE
Diptera;Cecidomyiidae;Clinodiplosis floricola Novo-Guedes & Maia et al., 2008;Novo-Guedes & Maia et al., 2008;Maia, Maia & Silva;1998, 2012;Heteropterys nitida (Lam.) DC.;Heteropterys nitida (Lam.) DC.;Malpighiaceae;Rio de Janeiro;Maricá, Mangaratiba;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1110";NE
